"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "PHEN_EVENT_TYPE", "PHEN_EVENT_COMMENT", "PHEN_EVENT_SPP", "PHEN_EVENT_DATE", "PHEN_EVENT_STATUS", "PHEN_EVENT_DATE_UNC", "PHEN_EVENT_APPROACH", "PHEN_EVENT_DATE_SPATIAL_REP_NUMBER", "PHEN_EVENT_DATE_SPATIAL_VARIABILITY", 
"US-UMB", "18860", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "19990501", "start", "4", "opening of bud scales", "5", , 
"US-UMB", "18867", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "19990506", "start", "3", "opening of bud scales", "5", "1.3", 
"US-UMB", "18879", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20000504", "start", "6", "opening of bud scales", "5", , 
"US-UMB", "18885", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20000508", "start", "4", "opening of bud scales", "5", , 
"US-UMB", "18890", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20000508", "start", "4", "opening of bud scales", "5", , 
"US-UMB", "18895", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus tremuloides", "20000504", "start", "6", "opening of bud scales", "5", , 
"US-UMB", "18897", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20010505", "start", "4", "opening of bud scales", "5", "2.7", 
"US-UMB", "18902", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus tremuloides", "20010503", "start", "5", "opening of bud scales", "5", , 
"US-UMB", "18906", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20010503", "start", "5", "opening of bud scales", "5", , 
"US-UMB", "18910", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20020518", "start", "7", "opening of bud scales", "5", "4.9", 
"US-UMB", "18914", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20020518", "start", "7", "opening of bud scales", "5", "4.9", 
"US-UMB", "18918", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20020523", "start", "5", "opening of bud scales", "5", "2.7", 
"US-UMB", "18923", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20030524", "start", "7", "opening of bud scales", "5", , 
"US-UMB", "18927", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20060505", "start", "5", "opening of bud scales", "5", "2.7", 
"US-UMB", "18931", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20060429", "start", "5", "opening of bud scales", "5", "2.7", 
"US-UMB", "18935", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20060505", "start", "5", "opening of bud scales", "5", "2.7", 
"US-UMB", "18939", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20060510", "start", "5", "opening of bud scales", "3", , 
"US-UMB", "18943", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20110512", "start", "1", "opening of bud scales", "5", "0.8", 
"US-UMB", "18944", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20110517", "start", "1", "opening of bud scales", "5", "1.1", 
"US-UMB", "18945", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20110512", "start", "1", "opening of bud scales", "5", "0.5", 
"US-UMB", "18946", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20120421", "start", "3", "opening of bud scales", "5", "5.4", 
"US-UMB", "18947", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20120425", "start", "2", "opening of bud scales", "2", "8.5", 
"US-UMB", "18948", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20120506", "start", "2", "opening of bud scales", "4", "1.8", 
"US-UMB", "18949", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20120509", "start", "1", "opening of bud scales", "5", "1.4", 
"US-UMB", "18950", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20120503", "start", "2", "opening of bud scales", "3", "1.5", 
"US-UMB", "18951", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20130506", "start", "1", "opening of bud scales", "5", "1.3", 
"US-UMB", "18952", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20130505", "start", "1", "opening of bud scales", "5", "8", 
"US-UMB", "18953", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20130507", "start", "1", "opening of bud scales", "5", "0.7", 
"US-UMB", "18954", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20130509", "start", "1", "opening of bud scales", "5", "2.1", 
"US-UMB", "18955", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20130506", "start", "1", "opening of bud scales", "5", "0.4", 
"US-UMB", "18956", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20140522", "start", "2", "opening of bud scales", "5", "2", 
"US-UMB", "18957", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20140516", "start", "2", "opening of bud scales", "5", "1.6", 
"US-UMB", "18958", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20140525", "start", "1", "opening of bud scales", "5", "0.9", 
"US-UMB", "18959", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20140526", "start", "2", "opening of bud scales", "5", "1.1", 
"US-UMB", "18960", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20140525", "start", "2", "opening of bud scales", "5", "0.9", 
"US-UMB", "19059", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "19990506", "start", "3", "opening of bud scales", "5", "1.6", 
"US-UMB", "19066", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus tremuloides", "19990502", "start", "4", "opening of bud scales", "5", "1.8", 
"US-UMB", "19073", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "19990504", "start", "3", "opening of bud scales", "5", "1.8", 
"US-UMB", "19080", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20000504", "start", "4", "opening of bud scales", "5", , 
"US-UMB", "19085", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20000507", "start", "4", "opening of bud scales", "5", "1.8", 
"US-UMB", "19090", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20010503", "start", "5", "opening of bud scales", "5", , 
"US-UMB", "19095", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20010503", "start", "5", "opening of bud scales", "5", , 
"US-UMB", "19100", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20010507", "start", "4", "opening of bud scales", "5", "2.2", 
"US-UMB", "19107", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20020530", "start", "7", "opening of bud scales", "5", "4", 
"US-UMB", "19111", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20020518", "start", "7", "opening of bud scales", "5", "4.9", 
"US-UMB", "19115", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20030514", "start", "3", "opening of bud scales", "5", "2.2", 
"US-UMB", "19119", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20030513", "start", "3", "opening of bud scales", "5", "1.8", 
"US-UMB", "19123", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20030524", "start", "7", "opening of bud scales", "5", , 
"US-UMB", "19127", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20030525", "start", "7", "opening of bud scales", "5", "2.7", 
"US-UMB", "19128", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20060504", "start", "5", "opening of bud scales", "5", , 
"US-UMB", "19132", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20090507", "start", "1", "opening of bud scales", "5", "1.3", 
"US-UMB", "19136", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20090505", "start", "2", "opening of bud scales", "5", "1.1", 
"US-UMB", "19140", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20090512", "start", "1", "opening of bud scales", "5", "1.4", 
"US-UMB", "19142", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20090516", "start", "3", "opening of bud scales", "5", "1.5", 
"US-UMB", "19143", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20090509", "start", "0", "opening of bud scales", "5", "1.4", 
"US-UMB", "19144", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20100420", "start", "1", "opening of bud scales", "5", "4.2", 
"US-UMB", "19145", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20100418", "start", "1", "opening of bud scales", "5", "5.1", 
"US-UMB", "19146", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20100501", "start", "2", "opening of bud scales", "4", "1.5", 
"US-UMB", "19147", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Populus grandidentata", "20100504", "start", "1", "opening of bud scales", "4", "1", 
"US-UMB", "19148", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20100424", "start", "1", "opening of bud scales", "5", "2.2", 
"US-UMB", "19149", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20110510", "start", "2", "opening of bud scales", "5", "1.6", 
"US-UMB", "19150", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Betula papyrifera", "20110508", "start", "2", "opening of bud scales", "6", "1.1", 
"US-UMd", "19204", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20100416", "start", "0", "opening of bud scales", "5", "3.2", 
"US-UMd", "19211", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20100429", "start", "0", "opening of bud scales", "5", "2.6", 
"US-UMd", "19218", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20100422", "start", "0", "opening of bud scales", "5", "2.5", 
"US-UMd", "19223", "GRP_PHEN_EVENT_TYPE", "leaf unfurling", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20120420", "start", "0.2", "first leaf surface visible", "5", "6.38", 
"US-UMd", "19230", "GRP_PHEN_EVENT_TYPE", "leaf unfurling", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20120507", "start", "0.2", "first leaf surface visible", "5", "1.3", 
"US-UMd", "19236", "GRP_PHEN_EVENT_TYPE", "leaf unfurling", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20120506", "start", "0.2", "first leaf surface visible", "5", "2.17", 
"US-UMd", "19242", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20130504", "start", "0.4", "opening of bud scales", "5", "0.55", 
"US-UMd", "19245", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20140520", "start", "0", "opening of bud scales", "4", "1", 
"US-UMd", "19251", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20140521", "start", "0", "opening of bud scales", "3", "1.15", 
"US-UMd", "19271", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20110510", "start", "0", "opening of bud scales", "5", "1.4", 
"US-UMd", "19278", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20110511", "start", "0", "opening of bud scales", "5", "0.9", 
"US-UMd", "19285", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20110512", "start", "0", "opening of bud scales", "5", "0.4", 
"US-UMd", "19294", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20130506", "start", "0.6", "opening of bud scales", "5", "0.55", 
"US-UMd", "19301", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20130506", "start", "0.6", "opening of bud scales", "5", "0.55", 
"US-UMd", "19308", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20140518", "start", "0", "opening of bud scales", "4", "0.95", 
"US-UMd", "19325", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Acer rubrum", "20090505", "start", "0.4", "opening of bud scales", "5", "0.9", 
"US-UMd", "19333", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Fagus grandifolia", "20090510", "start", "0.4", "opening of bud scales", "5", "2.4", 
"US-UMd", "19340", "GRP_PHEN_EVENT_TYPE", "budbreak", "Replicates are individual trees within 60 m of flux tower. Standard deviation is days instead of YYYYMMDD.", "Quercus rubra", "20090509", "start", "0.2", "opening of bud scales", "5", "1.6", 
"US-Var", "18702", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20031216", "Peak", "3", "direct", , , 
"US-Var", "18703", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20041120", "Peak", "3", "direct", , , 
"US-Var", "18704", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20051213", "Peak", "3", "direct", , , 
"US-Var", "18705", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20061115", "Peak", "3", "direct", , , 
"US-Var", "18706", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20071023", "Peak", "3", "direct", , , 
"US-Var", "18707", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20081110", "Peak", "3", "direct", , , 
"US-Var", "18708", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20091017", "Peak", "3", "direct", , , 
"US-Var", "18709", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20101028", "Peak", "3", "direct", , , 
"US-Var", "18710", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20111010", "Peak", "3", "direct", , , 
"US-Var", "18711", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20121104", "Peak", "3", "direct", , , 
"US-Var", "18712", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20010510", "Peak", "3", "direct", , , 
"US-Var", "18713", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20020523", "Peak", "3", "direct", , , 
"US-Var", "18714", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20030613", "Peak", "3", "direct", , , 
"US-Var", "18715", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20040506", "Peak", "3", "direct", , , 
"US-Var", "18716", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20050623", "Peak", "3", "direct", , , 
"US-Var", "18717", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20060527", "Peak", "3", "direct", , , 
"US-Var", "18718", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20070510", "Peak", "3", "direct", , , 
"US-Var", "18719", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20080503", "Peak", "3", "direct", , , 
"US-Var", "18720", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20090520", "Peak", "3", "direct", , , 
"US-Var", "18721", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20100607", "Peak", "3", "direct", , , 
"US-Var", "18722", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20110615", "Peak", "3", "direct", , , 
"US-Var", "18735", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20120527", "Peak", "3", "direct", , , 
"US-Var", "18736", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", , "annual grasses", "20130508", "Peak", "3", "direct", , , 
"US-Var", "18776", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20001022", "Peak", "3", "direct", , , 
"US-Var", "18777", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20011220", "Peak", "3", "direct", , , 
"US-Var", "18778", "GRP_PHEN_EVENT_TYPE", "Cotyledons", , "annual grasses", "20021223", "Peak", "3", "direct", , , 
"US-WCr", "26751", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20030511", , , , , , 
"US-WCr", "26752", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20040510", , , , , , 
"US-WCr", "26753", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20050510", , , , , , 
"US-WCr", "26754", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20050926", , , , , , 
"US-WCr", "26900", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20031004", , , , , , 
"US-WCr", "26901", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20041004", , , , , , 
"US-WCr", "27046", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20000429", , , , , , 
"US-WCr", "27047", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20060925", , , , , , 
"US-WCr", "27048", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20001021", , , , , , 
"US-WCr", "27345", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20030608", , , , , , 
"US-WCr", "27346", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20050607", , , , , , 
"US-WCr", "27347", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20051028", , , , , , 
"US-WCr", "27592", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20010429", , , , , , 
"US-WCr", "27593", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20010527", , , , , , 
"US-WCr", "27594", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20000926", , , , , , 
"US-WCr", "27961", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20041027", , , , , , 
"US-WCr", "27962", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20061015", , , , , , 
"US-WCr", "28316", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20010926", , , , , , 
"US-WCr", "28561", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20020417", , , , , , 
"US-WCr", "28562", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20020930", , , , , , 
"US-WCr", "28573", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20020425", , , , , , 
"US-WCr", "28574", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20040611", , , , , , 
"US-WCr", "28575", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20021023", , , , , , 
"US-WCr", "28576", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20031026", , , , , , 
"US-WCr", "29043", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20060426", , , , , , 
"US-WCr", "29044", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20000528", , , , , , 
"US-WCr", "29045", "GRP_PHEN_EVENT_TYPE", "Total leaf-off", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "19990925", , , , , , 
"US-WCr", "29158", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "19991020", , , , , , 
"US-WCr", "29159", "GRP_PHEN_EVENT_TYPE", "Maximum leaf expansion", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20011018", , , , , , 
"US-WCr", "29509", "GRP_PHEN_EVENT_TYPE", "BudBreak", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "19990425", , , , , , 
"US-WCr", "29510", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "19990527", , , , , , 
"US-WCr", "29511", "GRP_PHEN_EVENT_TYPE", "Leaf senescence", "www.cheas.psu.edu/data/cheas/phenology", "(All)", "20060601", , , , , , 
