"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SOIL_CHEM_PH_H2O", "SOIL_CHEM_PROFILE_MIN", "SOIL_CHEM_PROFILE_MAX", "SOIL_CHEM_HORIZON", "SOIL_CHEM_COMMENT", "SOIL_CHEM_C_ORG", "SOIL_CHEM_DATE", "SOIL_CHEM_PH_SALT", "SOIL_CHEM_N_TOT", "SOIL_CHEM_BD", "SOIL_CHEM_C_ORG_SPATIAL_VARIABILITY", "SOIL_CHEM_N_TOT_SPATIAL_VARIABILITY", "SOIL_CHEM_PH_SALT_SPATIAL_VARIABILITY", "SOIL_CHEM_BD_SPATIAL_VARIABILITY", "SOIL_CHEM_PROFILE_ZERO_REF", "SOIL_CHEM_BD_SPATIAL_REP_NUMBER", "SOIL_CHEM_DATE_UNC", 
"CA-Oas", "27110", "GRP_SOIL_CHEM", , "-4.2", "0", "H", "soil thickness 0.04 m; measured by BOREAS", , "1993", "6.52", , , , , "0.36", , , , , 
"CA-Oas", "27410", "GRP_SOIL_CHEM", , "0", "21.2", "A", "(0.756 gC/100g); sigma is in gC/100g; soil thickness 0.0212 m; measured by BOREAS", "20.9563", "1993", , , "1.32", "2.4", , , , , , , 
"CA-Oas", "27411", "GRP_SOIL_CHEM", , "-4.2", "0", "H", "(33.588 gC/100g); sigma is in gC/100g; soil thickness 0.04 m; measured by BOREAS", "52.3973", "1993", , , "0.39", "12.5", , , , , , , 
"CA-Oas", "27651", "GRP_SOIL_CHEM", , "-9.6", "-7.2", "L", "(43.382 gC/100g); sigma is in gC/100g; soil thickness 0.06 m; measured by BOREAS", "36.4409", "1993", , , "0.14", "5", , , , , , , 
"CA-Oas", "27652", "GRP_SOIL_CHEM", , "69", "82.5", "C", "(2.0525 gC/100g); sigma is in gC/100g; soil thickness 0.14 m; measured by BOREAS", "41.3784", "1993", , , "1.44", "12.2", , , , , , , 
"CA-Oas", "27752", "GRP_SOIL_CHEM", , "0", "21.2", "A", "(0.0542 gN/100g); sigma is in gN/100g; soil thickness 0.212 m; measured by BOREAS", , "1993", , "1.50242", , , "0.1", , , , , , 
"CA-Oas", "28020", "GRP_SOIL_CHEM", , "69", "82.5", "C", "soil thickness 0.14 m; measured by BOREAS", , "1993", "8.225", , , , , "0.29", , , , , 
"CA-Oas", "28637", "GRP_SOIL_CHEM", , "-9.6", "-7.2", "L", "soil thickness 0.06 m; measured by BOREAS", , "1993", "6.56", , , , , "0.18", , , , , 
"CA-Oas", "28638", "GRP_SOIL_CHEM", , "21.2", "69", "B", "soil thickness 0.48 m; measured by BOREAS", , "1993", "6.33", , , , , "0.29", , , , , 
"CA-Oas", "28704", "GRP_SOIL_CHEM", , "-4.2", "0", "H", "(2.065 gN/100g); sigma is in gN/100g; soil thickness 0.04 m; measured by BOREAS", , "1993", , "3.2214", , , "1.1", , , , , , 
"CA-Oas", "28875", "GRP_SOIL_CHEM", , "-7.2", "-4.2", "F", "(2.1316 gN/100g); sigma is in gN/100g; soil thickness 0.03 m; measured by BOREAS", , "1993", , "1.40686", , , "1", , , , , , 
"CA-Oas", "28876", "GRP_SOIL_CHEM", , "-9.6", "-7.2", "L", "(2.11 gN/100g); sigma is in gN/100g; soil thickness 0.06 m; measured by BOREAS", , "1993", , "1.7724", , , "0.8", , , , , , 
"CA-Oas", "28877", "GRP_SOIL_CHEM", , "21.2", "69", "B", "(0.0372 gN/100g); sigma is in gN/100g; soil thickness 0.48 m; measured by BOREAS", , "1993", , "2.71411", , , "0.1", , , , , , 
"CA-Oas", "29349", "GRP_SOIL_CHEM", , "0", "21.2", "A", "soil thickness 0.21 m; measured by BOREAS", , "1993", "6.42", , , , , "0.31", , , , , 
"CA-Oas", "29350", "GRP_SOIL_CHEM", , "-7.2", "-4.2", "F", "soil thickness 0.03 m; measured by BOREAS", , "1993", "6.48", , , , , "0.28", , , , , 
"CA-Obs", "25714", "GRP_SOIL_CHEM", , "5", "17", "Bt", "soil thickness 0.12; measured by BOREAS", , "1994", "4.9", , , , , , , , , , 
"CA-Obs", "25834", "GRP_SOIL_CHEM", , "-20", "0", "peat", "soil thickness 0.2; measured by BOREAS", , "1994", "6.31666666666667", , , , , , , , , , 
"CA-Obs", "25835", "GRP_SOIL_CHEM", , "2", "5", "AB", "soil thickness 0.03; measured by BOREAS", , "1994", "4.3", , , , , , , , , , 
"CA-Obs", "26113", "GRP_SOIL_CHEM", , "17", "42", "Bfj", "soil thickness 0.25; measured by BOREAS", , "1994", "5.8", , , , , , , , , , 
"CA-Obs", "26215", "GRP_SOIL_CHEM", , "0", "2", "Ae", "soil thickness 0.02; measured by BOREAS", , "1994", "4.3", , , , , , , , , , 
"CA-Obs", "26344", "GRP_SOIL_CHEM", , "-10", "-20", "peat", "soil thickness 0.1; measured by BOREAS", , "1994", "6.35", , , , , , , , , , 
"CA-Obs", "26468", "GRP_SOIL_CHEM", , "42", "72", "Ck", "soil thickness 0.30; measured by BOREAS", , "1994", "6.8", , , , , , , , , , 
"CA-Obs", "27656", "GRP_SOIL_CHEM", , "-10", "-20", "peat", "(1.028 gN/100g); soil thickness 0.1; measured by BOREAS", , "19050616", , "1.028", , , , , , , , , 
"CA-Obs", "28024", "GRP_SOIL_CHEM", , "-20", "0", "peat", "(1.3575 gN/100g); soil thickness 0.2; measured by BOREAS", , "19050616", , "1.3575", , , , , , , , , 
"CA-Obs", "28025", "GRP_SOIL_CHEM", , "42", "72", "Ck", "(0.0045 gN/100g); soil thickness 0.30; measured by BOREAS", , "19050616", , "0.2241", , , , , , , , , 
"CA-Obs", "28372", "GRP_SOIL_CHEM", , "5", "17", "Bt", "(0.022 gN/100g); soil thickness 0.12; measured by BOREAS", , "19050616", , "0.43824", , , , , , , , , 
"CA-Obs", "28707", "GRP_SOIL_CHEM", , "17", "42", "Bfj", "(0.14 gC/100g); soil thickness 0.25 m; measured by BOREAS", "5.81", "19050616", , , "1.66", , , , , , , , 
"CA-Obs", "28708", "GRP_SOIL_CHEM", , "0", "2", "Ae", "(0.06 gN/100g)oil thickness 0.02; measured by BOREAS", , "19050616", , "0.15", , , , , , , , , 
"CA-Obs", "28878", "GRP_SOIL_CHEM", , "-20", "0", "peat", "(45.772 gC/100g); soil thickness 0.2 m; measured by BOREAS", "457.72", "19050616", , , , , , , , , , , 
"CA-Obs", "28879", "GRP_SOIL_CHEM", , "42", "72", "Ck", "(0.085 gC/100g); soil thickness 0.30 m; measured by BOREAS", "4.233", "19050616", , , "1.66", , , , , , , , 
"CA-Obs", "29239", "GRP_SOIL_CHEM", , "0", "2", "Ae", "(1.7 gC/100g); soil thickness 0.02 m; measured by BOREAS", "4.25", "19050616", , , "1.25", , , , , , , , 
"CA-Obs", "29240", "GRP_SOIL_CHEM", , "5", "17", "Bt", "(0.46 gC/100g); soil thickness 0.12 m; measured by BOREAS", "9.1632", "19050616", , , "1.66", , , , , , , , 
"CA-Obs", "29241", "GRP_SOIL_CHEM", , "17", "42", "Bfj", "(0.005 gN/100g); soil thickness 0.25; measured by BOREAS", , "19050616", , "0.2075", , , , , , , , , 
"CA-Obs", "29354", "GRP_SOIL_CHEM", , "2", "5", "AB", "(1.03 gC/100g); soil thickness 0.03 m; measured by BOREAS", "4.6968", "19050616", , , "1.52", , , , , , , , 
"CA-Obs", "29355", "GRP_SOIL_CHEM", , "2", "5", "AB", "(0.042 gN/100g); soil thickness 0.03; measured by BOREAS", , "19050616", , "0.19152", , , , , , , , , 
"CA-Obs", "29567", "GRP_SOIL_CHEM", , "-10", "-20", "peat", "(43.45 gC/100g); soil thickness 0.1 m; measured by BOREAS", "43.45", "19050616", , , , , , , , , , , 
"CA-Ojp", "25248", "GRP_SOIL_CHEM", , "-4", "0", "LFH", "(25.7333333333333 gC/100g); soil thickness 0.04m; measured by BOREAS", "25.0128", "1993", , , , , , , , , , , 
"CA-Ojp", "25383", "GRP_SOIL_CHEM", , "0", "2", "Ae", "(1.23 gC/100g); soil thickness 0.02m; measured by BOREAS", "3.0135", "1993", , , , , , , , , , , 
"CA-Ojp", "25505", "GRP_SOIL_CHEM", , "5.7", "33.7", "Bm", "(0.15 gC/100g); soil thickness 0.28m; measured by BOREAS", "6.2286", "1993", , , , , , , , , , , 
"CA-Ojp", "26654", "GRP_SOIL_CHEM", , "2", "5.7", "AB", "(1.01 gC/100g); soil thickness 0.037m; measured by BOREAS", "5.40744", "1993", , , , , , , , , , , 
"CA-Ojp", "26655", "GRP_SOIL_CHEM", , "33.7", "83.3", "C1", "(0.05 gC/100g); soil thickness 0.496m; measured by BOREAS", "3.76216", "1993", , , , , , , , , , , 
"CA-Ojp", "27420", "GRP_SOIL_CHEM", , "-4", "0", "LFH", "(0.483 gN/100g); sigma is gN/100g; soil thickness 0.04m; measured by BOREAS", , "1993", , "0.469152", , , "1.5", , , , , , 
"CA-Ojp", "27662", "GRP_SOIL_CHEM", , "-4", "0", "LFH", "soil thickness 0.04m; measured by BOREAS", , "1993", "4.73333333333333", , "0.243", , , , "0.075", , , , 
"CA-Ojp", "27663", "GRP_SOIL_CHEM", , "33.7", "83.3", "C1", "soil thickness 0.496m; measured by BOREAS", , "1993", "5.8", , "1.517", , , , "0.041", , , , 
"CA-Ojp", "27664", "GRP_SOIL_CHEM", , "2", "5.7", "AB", "(0.029 gN/100g); sigma is gN/100g; soil thickness 0.037m; measured by BOREAS", , "1993", , "0.155263", , , "0.1", , , , , , 
"CA-Ojp", "27766", "GRP_SOIL_CHEM", , "0", "2", "Ae", "soil thickness 0.02m; measured by BOREAS", , "1993", "5.25", , "1.225", , , , "0.035", , , , 
"CA-Ojp", "28035", "GRP_SOIL_CHEM", , "5.7", "33.7", "Bm", "(0.013 gN/100g); sigma is gN/100g; soil thickness 0.28m; measured by BOREAS", , "1993", , "0.539812", , , , , , , , , 
"CA-Ojp", "28036", "GRP_SOIL_CHEM", , "33.7", "83.3", "C1", "(0.012 gN/100g); sigma is gN/100g; soil thickness 0.496m; measured by BOREAS", , "1993", , "0.902918", , , , , , , , , 
"CA-Ojp", "28381", "GRP_SOIL_CHEM", , "5.7", "33.7", "Bm", "soil thickness 0.28m; measured by BOREAS", , "1993", "5.8", , "1.483", , , , , , , , 
"CA-Ojp", "28382", "GRP_SOIL_CHEM", , "0", "2", "Ae", "(0.043 gN/100g); sigma is gN/100g; soil thickness 0.02m; measured by BOREAS", , "1993", , "0.10535", , , "0.1", , , , , , 
"CA-Ojp", "28717", "GRP_SOIL_CHEM", , "2", "5.7", "AB", "soil thickness 0.037m; measured by BOREAS", , "1993", "5.53333333333333", , "1.447", , , , "0.032", , , , 
"CA-Qfo", "25769", "GRP_SOIL_CHEM", , "27", "35", "Ae", "gN/100g not kg/m2; soil thickness 0.08m; measured by BOREAS", , "20050914", , "0.7", , , , , , , , , 
"CA-Qfo", "26006", "GRP_SOIL_CHEM", , "35", "68", "B", "gC/100g not kg/m2; soil thickness 0.33m; measured by BOREAS", "11.8", "20050914", , , , , , , , , , , 
"CA-Qfo", "26274", "GRP_SOIL_CHEM", , "27", "35", "Ae", "gC/100g not kg/m2; soil thickness 0.08m; measured by BOREAS", "20.7", "20050914", , , , , , , , , , , 
"CA-Qfo", "26399", "GRP_SOIL_CHEM", , "35", "68", "B", "gN/100g not kg/m2; soil thickness 0.33m; measured by BOREAS", , "20050914", , "0.4", , , , , , , , , 
"CA-SF1", "26916", "GRP_SOIL_CHEM", , , , , , , , , "1.43", , , , , , , , , 
"CA-SF2", "28831", "GRP_SOIL_CHEM", , , , , "+/-0.046", , , , "1.93", , , , , , , , , 
"CA-SF3", "27612", "GRP_SOIL_CHEM", , , , , "+/-0.027; 0-50cm depth", , , , "0.17", , , , , , , , , 
"CA-SJ1", "26842", "GRP_SOIL_CHEM", , "-0.3", "0", "LFH", "(19.98563 gC/100g); soil thickness 0.003m; measured followd Fluxnet-Canada protocol", "0.981645", "20050810", , , "0.323946296296296", , , , , , , , 
"CA-SJ1", "26989", "GRP_SOIL_CHEM", , "15", "25", , "(0.09744 gC/100g); soil thickness 0.1m; measured followd Fluxnet-Canada protocol", "1.40221", "20050810", , , "1.44373158948981", , , , , , , , 
"CA-SJ1", "27549", "GRP_SOIL_CHEM", , "5", "15", , "(0.33889 gC/100g); soil thickness 0.1m; measured followd Fluxnet-Canada protocol", "4.50908", "20050810", , , "1.3466065747614", , , , , , , , 
"CA-SJ1", "27550", "GRP_SOIL_CHEM", , "-0.3", "0", "LFH", "(0.53725 gN/100g); soil thickness 0.003m; measured followd Fluxnet-Canada protocol", , "20050810", , "0.032", , , , , , , , , 
"CA-SJ1", "27903", "GRP_SOIL_CHEM", , "5", "15", , "(0.0076 gN/100g); soil thickness 0.1m; measured followd Fluxnet-Canada protocol", , "20050810", , "0.076", , , , , , , , , 
"CA-SJ1", "28160", "GRP_SOIL_CHEM", , "15", "25", , "(0.0048 gN/100g); soil thickness 0.1m; measured followd Fluxnet-Canada protocol", , "20050810", , "0.048", , , , , , , , , 
"CA-SJ1", "28993", "GRP_SOIL_CHEM", , "0", "5", , "(1.67033 gC/100g); soil thickness 0.05m; measured followd Fluxnet-Canada protocol", "8.06045", "20050810", , , "1.07531518793449", , , , , , , , 
"CA-SJ1", "28994", "GRP_SOIL_CHEM", , "0", "5", , "(0.04893 gN/100g); soil thickness 0.05m; measured followd Fluxnet-Canada protocol", , "20050810", , "0.236", , , , , , , , , 
"CA-SJ2", "26843", "GRP_SOIL_CHEM", , "1500", "2500", , "(0.00670 gN/100g); soil thickness 10m; measured followed Fluxnet-Canada protocol", , "2002", , "0.113", , , , , , , , , 
"CA-SJ2", "27278", "GRP_SOIL_CHEM", , "-16.6667", "0", "LFH", "(8.66556 gC/100g); soil thickness 0.16667m; measured followed Fluxnet-Canada protocol", "1.06565", "2002", , , "0.0405876543209877", , , , , , , , 
"CA-SJ2", "27551", "GRP_SOIL_CHEM", , "0", "500", , "(1.33367 gC/100g); soil thickness 5m; measured followed Fluxnet-Canada protocol", "9.11844", "2002", , , "1.44135941810885", , , , , , , , 
"CA-SJ2", "28273", "GRP_SOIL_CHEM", , "-16.6667", "0", "LFH", "(0.16728 gN/100g); soil thickness 0.16667m; measured followed Fluxnet-Canada protocol", , "2002", , "0.0155", , , , , , , , , 
"CA-SJ2", "28502", "GRP_SOIL_CHEM", , "0", "500", , "(0.04096 gN/100g); soil thickness 5m; measured followed Fluxnet-Canada protocol", , "2002", , "0.281", , , , , , , , , 
"CA-SJ2", "28503", "GRP_SOIL_CHEM", , "500", "1500", , "(0.01357 gN/100g); soil thickness 10m; measured followed Fluxnet-Canada protocol", , "2002", , "0.211", , , , , , , , , 
"CA-SJ2", "28998", "GRP_SOIL_CHEM", , "500", "1500", , "(0.55333 gC/100g); soil thickness 10m; measured followed Fluxnet-Canada protocol", "8.35129", "2002", , , "1.57343867569601", , , , , , , , 
"CA-SJ2", "29463", "GRP_SOIL_CHEM", , "1500", "2500", , "(0 gC/100g); soil thickness 10m; measured followed Fluxnet-Canada protocol", "0", "2002", , , "1.66916227740156", , , , , , , , 
"CA-SJ3", "26705", "GRP_SOIL_CHEM", , "0", "7", "A", "(0.074 gN/100g); soil thickness 0.07m; measured by BOREAS", , "1993", , "0.63973", , , , , , , , , 
"CA-SJ3", "26706", "GRP_SOIL_CHEM", , "6", "23", "B", "(0.019 gN/100g); soil thickness 0.17m; measured by BOREAS", , "1993", , "0.509048", , , , , , , , , 
"CA-SJ3", "26846", "GRP_SOIL_CHEM", , "-1", "0", "LFH", "(0.612 gN/100g); soil thickness 0.01m; measured by BOREAS", , "1993", , "0.44064", , , , , , , , , 
"CA-SJ3", "27281", "GRP_SOIL_CHEM", , "-1", "0", "LFH", "soil thickness 0.01m; measured by BOREAS", , "1993", "5.13", , "0.72", , , , , , , , 
"CA-SJ3", "27282", "GRP_SOIL_CHEM", , "0", "7", "A", "soil thickness 0.07m; measured by BOREAS", , "1993", "5.35", , "1.235", , , , , , , , 
"CA-SJ3", "27283", "GRP_SOIL_CHEM", , "6", "23", "B", "soil thickness 0.17m; measured by BOREAS", , "1993", "5.47", , "1.576", , , , , , , , 
"CA-SJ3", "27284", "GRP_SOIL_CHEM", , "23", "53", "C", "soil thickness 0.30m; measured by BOREAS", , "1993", "5.47", , "1.655", , , , , , , , 
"CA-SJ3", "27557", "GRP_SOIL_CHEM", , "0", "7", "A", "(2.08 gC/100g); soil thickness 0.07m; measured by BOREAS", "17.9816", "1993", , , , , , , , , , , 
"CA-SJ3", "28277", "GRP_SOIL_CHEM", , "-1", "0", "LFH", "(22.07 gC/100g); soil thickness 0.01m; measured by BOREAS", "15.8904", "1993", , , , , , , , , , , 
"CA-SJ3", "28505", "GRP_SOIL_CHEM", , "23", "53", "C", "(0.011 gN/100g); soil thickness 0.30m; measured by BOREAS", , "1993", , "0.54615", , , , , , , , , 
"CA-SJ3", "28999", "GRP_SOIL_CHEM", , "6", "23", "B", "(0.31 gC/100g); soil thickness 0.17m; measured by BOREAS", "8.30552", "1993", , , , , , , , , , , 
"CA-SJ3", "29466", "GRP_SOIL_CHEM", , "23", "53", "C", "(0.07 gC/100g); soil thickness 0.30m; measured by BOREAS", "3.4755", "1993", , , , , , , , , , , 
"CA-TP1", "26716", "GRP_SOIL_CHEM", , "0", "20", , "pH (CaCl)", , "20060706", "6.3", , , , , , , , , , 
"CA-TP1", "28515", "GRP_SOIL_CHEM", , "0", "10", , , , "20060706", , "0.86", , , , , , , , , 
"CA-TP1", "28516", "GRP_SOIL_CHEM", , "10", "30", , "pH (CaCl)", , "20060706", "6", , , , , , , , , , 
"CA-TP1", "29005", "GRP_SOIL_CHEM", , "0", "20", , , , "20040702", , , "1.44", , , , , , , , 
"CA-TP1", "29117", "GRP_SOIL_CHEM", , "0", "55", , , "37", "20040702", , , , , , , , , , , 
"CA-TP2", "26858", "GRP_SOIL_CHEM", , "20", "30", , "pH (CaCl)", , "20060706", "4.9", , , , , , , , , , 
"CA-TP2", "28525", "GRP_SOIL_CHEM", , "0", "55", , , "33.9", "20040702", , , , , , , , , , , 
"CA-TP2", "28526", "GRP_SOIL_CHEM", , "0", "10", , , , "20060706", , "0.94", , , , , , , , , 
"CA-TP2", "28527", "GRP_SOIL_CHEM", , "0", "10", , "pH (CaCl)", , "20060706", "4.3", , , , , , , , , , 
"CA-TP2", "29474", "GRP_SOIL_CHEM", , "0", "20", , , , "20040702", , , "1.45", , , , , , , , 
"CA-TP3", "27009", "GRP_SOIL_CHEM", , "20", "30", , "pH (CaCl)", , "20060706", "4.2", , , , , , , , , , 
"CA-TP3", "27922", "GRP_SOIL_CHEM", , "0", "20", , , , "20040702", , , "1.33", , , , , , , , 
"CA-TP3", "27923", "GRP_SOIL_CHEM", , "0", "55", , , "36.4", "20040702", , , , , , , , , , , 
"CA-TP3", "29012", "GRP_SOIL_CHEM", , "0", "10", , , , "20060706", , "0.67", , , , , , , , , 
"CA-TP3", "29127", "GRP_SOIL_CHEM", , "0", "10", , "pH (CaCl)", , "20060706", "3.7", , , , , , , , , , 
"CA-TP4", "25382", "GRP_SOIL_CHEM", , "0", "20", , , , "20040702", , , "1.35", , , , , , , , 
"CA-TP4", "25486", "GRP_SOIL_CHEM", , "0", "55", , , "36.7", "20040702", , , , , , , , , , , 
"CA-TP4", "25760", "GRP_SOIL_CHEM", , "0", "10", , "pH (CaCl)", , "20060706", "4.1", , , , , , , , , , 
"CA-TP4", "25873", "GRP_SOIL_CHEM", , "0", "10", , , , "20060706", , "0.67", , , , , , , , , 
"CA-TP4", "25987", "GRP_SOIL_CHEM", , "20", "30", , "pH (CaCl)", , "20060706", "4.2", , , , , , , , , , 
"CA-WP1", "25223", "GRP_SOIL_CHEM", , "1000", "2000", , "soil thickness 9.941cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.0402649699324351", , , , , , , , 
"CA-WP1", "25224", "GRP_SOIL_CHEM", , "4000", "5000", , "(48.0407916666667 gc/100g); soil thickness 9.37275cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "20.4595", , , , , , , , , , , , 
"CA-WP1", "25225", "GRP_SOIL_CHEM", , "5000", "10000", , "(46.905 gc/100g); soil thickness 50cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "143.635", , , , , , , , , , , , 
"CA-WP1", "25226", "GRP_SOIL_CHEM", , "10000", "15000", , "(45.97 gc/100g); soil thickness 50cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "184.677", , , , , , , , , , , , 
"CA-WP1", "25374", "GRP_SOIL_CHEM", , "0", "1000", , "soil thickness 10.224cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.0212162260831936", , , , , , , , 
"CA-WP1", "25487", "GRP_SOIL_CHEM", , "5000", "10000", , "soil thickness 50cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.061015944438", , , , , , , , 
"CA-WP1", "25488", "GRP_SOIL_CHEM", , "4000", "5000", , "(1.62920833333333 gN/100g); soil thickness 9.37275 cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "0.75315", , , , , , , , , 
"CA-WP1", "25636", "GRP_SOIL_CHEM", , "10000", "15000", , "soil thickness 50cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.078560102493", , , , , , , , 
"CA-WP1", "25638", "GRP_SOIL_CHEM", , "0", "1000", , "(0.785 gN/100g);  soil thickness 10.224 cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "0.161665", , , , , , , , , 
"CA-WP1", "25639", "GRP_SOIL_CHEM", , "1000", "2000", , "(1.03316666666667 gN/100g); soil thickness 9.941 cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "0.495956", , , , , , , , , 
"CA-WP1", "25640", "GRP_SOIL_CHEM", , "3000", "4000", , "(1.4575 gN/100g); soil thickness 10.79225 m; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "1.11057", , , , , , , , , 
"CA-WP1", "25749", "GRP_SOIL_CHEM", , "3000", "4000", , "soil thickness 10.79225cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.0634654693037567", , , , , , , , 
"CA-WP1", "25750", "GRP_SOIL_CHEM", , "0", "1000", , "(46.304375 gc/100g); soil thickness 10.224cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "9.81808", , , , , , , , , , , , 
"CA-WP1", "25751", "GRP_SOIL_CHEM", , "2000", "3000", , "(45.7877083333333 gc/100g); soil thickness 9.499cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "25.9309", , , , , , , , , , , , 
"CA-WP1", "25856", "GRP_SOIL_CHEM", , "1000", "2000", , "(44.9015 gc/100g); soil thickness 9.941cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "18.4904", , , , , , , , , , , , 
"CA-WP1", "25857", "GRP_SOIL_CHEM", , "3000", "4000", , "(46.317625 gc/100g); soil thickness 10.79225cm; Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", "32.2787", , , , , , , , , , , , 
"CA-WP1", "25858", "GRP_SOIL_CHEM", , "5000", "10000", , "(1.461 gN/100g); soil thickness 50 cm;  Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "4.53037", , , , , , , , , 
"CA-WP1", "26249", "GRP_SOIL_CHEM", , "10000", "15000", , "(1.533 gN/100g); soil thickness 50 cm;  Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "6.21404", , , , , , , , , 
"CA-WP1", "26378", "GRP_SOIL_CHEM", , "2000", "3000", , "soil thickness 9.499cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.0606787482263223", , , , , , , , 
"CA-WP1", "26498", "GRP_SOIL_CHEM", , "15000", "19000", , "soil thickness 40cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.0928731313975", , , , , , , , 
"CA-WP1", "26499", "GRP_SOIL_CHEM", , "2000", "3000", , "(1.35479166666667 gN/100g);soil thickness 9.499 cm;  Peat profile, analyzed using elemental analyzer (Carla Erba NC2500) and quantified using a gas isotope ratio mass spectrometer (Delta Plus, Finnigan Mat, San Jose, CA, USA)", , , , "0.824899", , , , , , , , , 
"CA-WP1", "26635", "GRP_SOIL_CHEM", , "4000", "5000", , "soil thickness 9.3275cm; The peat was sampled to a depth of approximately 2 m, until the mineral substrate was reached", , , , , "0.0472316856758546", , , , , , , , 
